Filename,Bounding Box Count,Class Count,Classes
train/1257.jpg,9,2,"Paper, Plastic bag"
train/1258.jpg,6,2,"General trash, Plastic"
train/1259.jpg,1,1,Plastic
train/1260.jpg,1,1,General trash
train/1261.jpg,1,1,Plastic bag
train/1262.jpg,5,1,Plastic bag
train/1263.jpg,1,1,Plastic bag
train/1264.jpg,6,1,General trash
train/1265.jpg,8,3,"General trash, Plastic bag, Styrofoam"
train/1266.jpg,2,1,General trash
train/1267.jpg,24,3,"Paper, Paper pack, Plastic"
train/1268.jpg,1,1,Metal
train/1269.jpg,1,1,Paper
train/1270.jpg,9,3,"General trash, Plastic, Plastic bag"
train/1271.jpg,1,1,Plastic bag
train/1272.jpg,1,1,Plastic bag
train/1273.jpg,1,1,Paper
train/1274.jpg,1,1,General trash
train/1275.jpg,15,2,"General trash, Plastic"
train/1276.jpg,12,3,"General trash, Paper, Plastic bag"
train/1277.jpg,1,1,Plastic
train/1278.jpg,1,1,General trash
train/1279.jpg,2,2,"Plastic, Plastic bag"
train/1280.jpg,2,1,Plastic bag
train/1281.jpg,1,1,Clothing
train/1282.jpg,9,2,"General trash, Paper"
train/1283.jpg,10,2,"Paper, Plastic bag"
train/1284.jpg,7,1,Paper
train/1285.jpg,3,2,"General trash, Metal"
train/1286.jpg,1,1,Paper pack
train/1287.jpg,5,4,"General trash, Paper, Plastic bag, Styrofoam"
train/1288.jpg,2,1,Metal
train/1289.jpg,4,1,Plastic bag
train/1290.jpg,17,5,"General trash, Glass, Paper, Plastic, Plastic bag"
train/1291.jpg,5,4,"Glass, Metal, Paper pack, Plastic"
train/1292.jpg,1,1,Paper
train/1293.jpg,1,1,General trash
train/1294.jpg,1,1,Glass
train/1295.jpg,2,2,"Plastic, Plastic bag"
train/1296.jpg,5,3,"General trash, Plastic, Plastic bag"
train/1297.jpg,7,4,"General trash, Paper, Plastic, Plastic bag"
train/1298.jpg,6,2,"General trash, Paper"
train/1299.jpg,4,2,"General trash, Glass"
train/1300.jpg,2,1,Glass
train/1301.jpg,1,1,Paper
train/1302.jpg,1,1,General trash
train/1303.jpg,1,1,Plastic bag
train/1304.jpg,6,3,"General trash, Paper, Plastic bag"
train/1305.jpg,2,2,"Plastic bag, Styrofoam"
train/1306.jpg,1,1,Plastic
train/1307.jpg,3,3,"Paper, Plastic, Plastic bag"
train/1308.jpg,1,1,Plastic bag
train/1309.jpg,1,1,Plastic
train/1310.jpg,1,1,General trash
train/1311.jpg,1,1,General trash
train/1312.jpg,1,1,Metal
train/1313.jpg,4,1,Paper
train/1314.jpg,2,1,Paper
train/1315.jpg,1,1,Styrofoam
train/1316.jpg,22,6,"General trash, Paper, Paper pack, Plastic, Plastic bag, Styrofoam"
train/1317.jpg,1,1,Plastic bag
train/1318.jpg,1,1,Paper pack
train/1319.jpg,12,4,"General trash, Paper, Plastic bag, Styrofoam"
train/1320.jpg,1,1,General trash
train/1321.jpg,3,2,"Plastic, Plastic bag"
train/1322.jpg,2,1,Plastic
train/1323.jpg,3,1,Plastic bag
train/1324.jpg,1,1,Plastic
train/1325.jpg,6,4,"General trash, Metal, Paper pack, Plastic"
train/1326.jpg,4,3,"General trash, Plastic, Plastic bag"
train/1327.jpg,1,1,Paper
train/1328.jpg,5,4,"Clothing, General trash, Paper, Plastic"
train/1329.jpg,7,3,"General trash, Paper, Plastic"
train/1330.jpg,5,3,"Glass, Metal, Paper"
train/1331.jpg,11,4,"General trash, Paper, Plastic, Plastic bag"
train/1332.jpg,1,1,Plastic
train/1333.jpg,23,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/1334.jpg,1,1,Plastic bag
train/1335.jpg,4,3,"General trash, Plastic bag, Styrofoam"
train/1336.jpg,7,4,"Metal, Paper, Plastic, Plastic bag"
train/1337.jpg,15,3,"General trash, Paper, Styrofoam"
train/1338.jpg,16,7,"General trash, Metal, Paper, Paper pack, Plastic, Plastic bag, Styrofoam"
train/1339.jpg,6,4,"Paper, Plastic, Plastic bag, Styrofoam"
train/1340.jpg,1,1,Paper
train/1341.jpg,2,1,Plastic
train/1342.jpg,1,1,Styrofoam
train/1343.jpg,2,2,"Plastic, Styrofoam"
train/1344.jpg,1,1,Plastic
train/1345.jpg,16,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/1346.jpg,3,2,"Metal, Plastic"
train/1347.jpg,5,3,"General trash, Paper, Plastic"
train/1348.jpg,2,1,Plastic bag
train/1349.jpg,3,2,"General trash, Plastic bag"
train/1350.jpg,1,1,Plastic bag
train/1351.jpg,6,3,"General trash, Plastic bag, Styrofoam"
train/1352.jpg,1,1,Plastic
train/1353.jpg,3,2,"General trash, Paper"
train/1354.jpg,3,1,Plastic
train/1355.jpg,1,1,Metal
train/1356.jpg,2,2,"General trash, Plastic bag"
train/1357.jpg,16,4,"General trash, Metal, Paper, Plastic bag"
train/1358.jpg,1,1,Styrofoam
train/1359.jpg,4,2,"General trash, Paper"
train/1360.jpg,26,6,"General trash, Paper, Paper pack, Plastic, Plastic bag, Styrofoam"
train/1361.jpg,7,3,"General trash, Paper, Plastic"
train/1362.jpg,1,1,General trash
train/1363.jpg,8,4,"General trash, Paper, Plastic, Plastic bag"
train/1364.jpg,1,1,Paper pack
train/1365.jpg,8,1,Glass
train/1366.jpg,1,1,Clothing
train/1367.jpg,5,3,"Paper, Plastic, Plastic bag"
train/1368.jpg,1,1,Plastic bag
train/1369.jpg,1,1,General trash
train/1370.jpg,10,4,"Clothing, General trash, Paper, Plastic bag"
train/1371.jpg,1,1,Metal
train/1372.jpg,28,5,"General trash, Paper, Plastic, Plastic bag, Styrofoam"
train/1373.jpg,2,2,"Paper, Plastic bag"
train/1374.jpg,1,1,Paper
train/1375.jpg,1,1,Paper pack
train/1376.jpg,3,2,"General trash, Plastic bag"
train/1377.jpg,5,3,"General trash, Paper, Plastic bag"
train/1378.jpg,2,2,"General trash, Glass"
train/1379.jpg,1,1,General trash
train/1380.jpg,1,1,Plastic bag
train/1381.jpg,1,1,Paper pack
train/1382.jpg,2,2,"Paper pack, Plastic"
train/1383.jpg,3,1,Clothing
train/1384.jpg,7,4,"Paper, Plastic, Plastic bag, Styrofoam"
train/1385.jpg,5,1,Paper
train/1386.jpg,10,5,"Metal, Paper, Plastic, Plastic bag, Styrofoam"
train/1387.jpg,8,3,"General trash, Paper, Plastic bag"
train/1388.jpg,4,3,"Paper, Plastic, Plastic bag"
train/1389.jpg,20,2,"Paper, Paper pack"
train/1390.jpg,1,1,Metal
train/1391.jpg,5,2,"Plastic bag, Styrofoam"
train/1392.jpg,1,1,Paper pack
train/1393.jpg,8,5,"General trash, Metal, Paper, Plastic, Plastic bag"
train/1394.jpg,1,1,Plastic
train/1395.jpg,1,1,Plastic bag
train/1396.jpg,2,2,"Paper, Plastic"
train/1397.jpg,1,1,Glass
train/1398.jpg,3,1,Plastic
train/1399.jpg,2,2,"General trash, Plastic"
train/1400.jpg,1,1,Plastic bag
train/1401.jpg,7,3,"Clothing, General trash, Paper"
train/1402.jpg,8,4,"General trash, Paper, Plastic bag, Styrofoam"
train/1403.jpg,10,4,"Paper, Paper pack, Plastic, Plastic bag"
train/1404.jpg,7,4,"General trash, Metal, Paper, Plastic bag"
train/1405.jpg,8,3,"General trash, Paper, Styrofoam"
train/1406.jpg,1,1,Paper
train/1407.jpg,1,1,Glass
train/1408.jpg,6,2,"Paper, Plastic bag"
train/1409.jpg,4,2,"Paper, Plastic"
train/1410.jpg,1,1,General trash
train/1411.jpg,1,1,General trash
train/1412.jpg,3,3,"Paper, Plastic, Styrofoam"
train/1413.jpg,6,2,"Clothing, Plastic"
train/1414.jpg,3,3,"General trash, Plastic, Plastic bag"
train/1415.jpg,4,1,Plastic
train/1416.jpg,10,3,"Paper, Plastic, Plastic bag"
train/1417.jpg,16,4,"General trash, Metal, Paper, Plastic bag"
train/1418.jpg,17,4,"General trash, Paper, Plastic bag, Styrofoam"
train/1419.jpg,11,2,"General trash, Plastic bag"
train/1420.jpg,1,1,Plastic bag
train/1421.jpg,3,3,"General trash, Paper, Styrofoam"
train/1422.jpg,12,2,"Paper, Plastic"
train/1423.jpg,1,1,Metal
train/1424.jpg,2,2,"General trash, Paper pack"
train/1425.jpg,1,1,Paper
train/1426.jpg,16,5,"General trash, Paper, Plastic, Plastic bag, Styrofoam"
train/1427.jpg,3,1,General trash
train/1428.jpg,1,1,Styrofoam
train/1429.jpg,1,1,Paper
train/1430.jpg,2,2,"General trash, Paper pack"
train/1431.jpg,1,1,Plastic bag
train/1432.jpg,1,1,General trash
train/1433.jpg,4,4,"General trash, Paper pack, Plastic, Plastic bag"
train/1434.jpg,1,1,Paper pack
train/1435.jpg,20,7,"General trash, Metal, Paper, Paper pack, Plastic, Plastic bag, Styrofoam"
train/1436.jpg,2,2,"Glass, Plastic bag"
train/1437.jpg,2,2,"General trash, Paper"
train/1438.jpg,5,1,Plastic bag
train/1439.jpg,3,1,Plastic bag
train/1440.jpg,3,2,"General trash, Metal"
train/1441.jpg,1,1,Plastic bag
train/1442.jpg,1,1,Glass
train/1443.jpg,3,1,Plastic bag
train/1444.jpg,1,1,Plastic
train/1445.jpg,13,6,"General trash, Glass, Paper, Paper pack, Plastic, Plastic bag"
train/1446.jpg,9,4,"General trash, Paper, Plastic, Plastic bag"
train/1447.jpg,17,6,"General trash, Metal, Paper, Plastic, Plastic bag, Styrofoam"
train/1448.jpg,1,1,Plastic
train/1449.jpg,4,2,"Paper, Plastic bag"
train/1450.jpg,2,1,Plastic bag
train/1451.jpg,6,2,"Paper, Plastic bag"
train/1452.jpg,3,3,"General trash, Paper, Plastic bag"
train/1453.jpg,4,2,"Paper, Plastic bag"
train/1454.jpg,1,1,General trash
train/1455.jpg,10,4,"General trash, Paper, Plastic, Plastic bag"
train/1456.jpg,2,2,"Paper, Plastic"
train/1457.jpg,2,2,"General trash, Metal"
train/1458.jpg,2,1,Glass
train/1459.jpg,1,1,General trash
train/1460.jpg,4,2,"General trash, Glass"
train/1461.jpg,2,2,"Paper pack, Plastic"
train/1462.jpg,1,1,General trash
train/1463.jpg,1,1,Plastic bag
train/1464.jpg,10,3,"Paper, Paper pack, Plastic"
train/1465.jpg,4,3,"General trash, Plastic bag, Styrofoam"
train/1466.jpg,12,4,"General trash, Paper, Paper pack, Plastic bag"
train/1467.jpg,1,1,Plastic
train/1468.jpg,1,1,Paper
train/1469.jpg,1,1,General trash
train/1470.jpg,1,1,Metal
train/1471.jpg,1,1,Metal
train/1472.jpg,2,2,"Plastic, Styrofoam"
train/1473.jpg,9,2,"Paper, Plastic"
train/1474.jpg,1,1,Clothing
train/1475.jpg,1,1,Paper
train/1476.jpg,1,1,Plastic
train/1477.jpg,15,2,"General trash, Paper"
train/1478.jpg,1,1,Paper
train/1479.jpg,2,1,Paper
train/1480.jpg,12,3,"General trash, Paper, Paper pack"
train/1481.jpg,5,3,"Clothing, Paper, Plastic"
train/1482.jpg,1,1,Clothing
train/1483.jpg,1,1,Plastic bag
train/1484.jpg,1,1,Plastic bag
train/1485.jpg,1,1,Plastic bag
train/1486.jpg,17,5,"General trash, Paper, Paper pack, Plastic bag, Styrofoam"
train/1487.jpg,2,2,"General trash, Paper pack"
train/1488.jpg,1,1,Plastic
train/1489.jpg,15,4,"General trash, Paper, Plastic, Plastic bag"
train/1490.jpg,6,4,"Clothing, General trash, Plastic, Plastic bag"
train/1491.jpg,1,1,General trash
train/1492.jpg,5,1,Battery
train/1493.jpg,1,1,General trash
train/1494.jpg,16,5,"General trash, Metal, Paper, Plastic, Plastic bag"
train/1495.jpg,9,4,"Paper, Paper pack, Plastic, Plastic bag"
train/1496.jpg,29,4,"General trash, Paper, Plastic, Plastic bag"
train/1497.jpg,5,1,Plastic bag
train/1498.jpg,3,3,"General trash, Paper, Plastic bag"
train/1499.jpg,2,2,"Paper, Plastic"
train/1500.jpg,1,1,Paper
train/1501.jpg,7,1,Clothing
train/1502.jpg,8,2,"Paper, Plastic bag"
train/1503.jpg,2,1,Paper
train/1504.jpg,1,1,Plastic
train/1505.jpg,1,1,Paper
train/1506.jpg,1,1,Plastic bag
train/1507.jpg,1,1,Plastic bag
train/1508.jpg,1,1,Plastic bag
train/1509.jpg,2,2,"General trash, Paper"
train/1510.jpg,1,1,Plastic bag
train/1511.jpg,2,2,"Paper, Plastic bag"
train/1512.jpg,10,3,"General trash, Paper, Plastic"
train/1513.jpg,3,2,"General trash, Plastic"
train/1514.jpg,2,2,"Plastic, Plastic bag"
train/1515.jpg,2,2,"General trash, Paper"
train/1516.jpg,1,1,Paper
train/1517.jpg,8,4,"General trash, Metal, Paper pack, Plastic"
train/1518.jpg,10,4,"General trash, Paper, Plastic bag, Styrofoam"
train/1519.jpg,22,4,"General trash, Plastic, Plastic bag, Styrofoam"
train/1520.jpg,1,1,Plastic bag
train/1521.jpg,13,4,"Metal, Paper, Plastic, Plastic bag"
train/1522.jpg,2,2,"Glass, Plastic bag"
train/1523.jpg,7,2,"General trash, Paper"
train/1524.jpg,9,1,Paper
train/1525.jpg,1,1,Metal
train/1526.jpg,1,1,Plastic
train/1527.jpg,2,2,"Paper pack, Plastic"
train/1528.jpg,1,1,Paper pack
train/1529.jpg,3,2,"Paper, Plastic"
train/1530.jpg,8,1,Paper
train/1531.jpg,5,3,"General trash, Plastic, Plastic bag"
train/1532.jpg,1,1,Plastic
train/1533.jpg,2,2,"General trash, Paper pack"
train/1534.jpg,1,1,General trash
train/1535.jpg,18,7,"General trash, Glass, Paper, Paper pack, Plastic, Plastic bag, Styrofoam"
train/1536.jpg,2,2,"General trash, Paper"
train/1537.jpg,1,1,Paper
train/1538.jpg,1,1,Paper pack
train/1539.jpg,2,2,"General trash, Plastic"
train/1540.jpg,6,3,"Clothing, General trash, Paper"
train/1541.jpg,2,1,Paper
train/1542.jpg,1,1,Plastic bag
train/1543.jpg,8,4,"General trash, Plastic, Plastic bag, Styrofoam"
train/1544.jpg,2,1,Clothing
train/1545.jpg,2,1,Plastic bag
train/1546.jpg,1,1,General trash
train/1547.jpg,1,1,General trash
train/1548.jpg,13,4,"General trash, Paper, Plastic, Plastic bag"
train/1549.jpg,1,1,Paper
train/1550.jpg,1,1,General trash
train/1551.jpg,1,1,Plastic bag
train/1552.jpg,1,1,General trash
train/1553.jpg,2,2,"General trash, Paper pack"
train/1554.jpg,1,1,General trash
train/1555.jpg,1,1,Plastic
train/1556.jpg,1,1,Glass
train/1557.jpg,1,1,Paper
train/1558.jpg,10,4,"Clothing, Paper pack, Plastic, Plastic bag"
train/1559.jpg,5,3,"General trash, Metal, Plastic"
train/1560.jpg,1,1,Plastic
train/1561.jpg,1,1,Plastic
train/1562.jpg,1,1,Paper
train/1563.jpg,1,1,Plastic bag
train/1564.jpg,1,1,Paper pack
train/1565.jpg,1,1,Clothing
train/1566.jpg,1,1,Plastic bag
train/1567.jpg,1,1,Plastic
train/1568.jpg,1,1,General trash
train/1569.jpg,10,5,"General trash, Glass, Metal, Paper, Plastic"
train/1570.jpg,1,1,Plastic bag
train/1571.jpg,9,4,"General trash, Paper, Paper pack, Plastic bag"
train/1572.jpg,1,1,Plastic
train/1573.jpg,2,1,Plastic bag
train/1574.jpg,1,1,Plastic bag
train/1575.jpg,1,1,General trash
train/1576.jpg,6,2,"General trash, Styrofoam"
train/1577.jpg,6,3,"General trash, Paper, Paper pack"
train/1578.jpg,3,3,"General trash, Paper, Plastic bag"
train/1579.jpg,3,3,"Metal, Paper, Paper pack"
train/1580.jpg,1,1,Plastic bag
train/1581.jpg,15,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/1582.jpg,2,2,"General trash, Plastic bag"
train/1583.jpg,1,1,Metal
train/1584.jpg,2,2,"General trash, Paper"
train/1585.jpg,1,1,Styrofoam
train/1586.jpg,1,1,Plastic
train/1587.jpg,1,1,Paper pack
train/1588.jpg,1,1,Glass
train/1589.jpg,12,4,"General trash, Metal, Paper, Plastic"
train/1590.jpg,5,3,"General trash, Paper, Plastic"
train/1591.jpg,2,1,Plastic
train/1592.jpg,7,2,"Metal, Plastic bag"
train/1593.jpg,6,2,"General trash, Styrofoam"
train/1594.jpg,7,2,"General trash, Paper"
train/1595.jpg,12,4,"General trash, Metal, Paper, Plastic"
train/1596.jpg,3,2,"General trash, Paper"
train/1597.jpg,5,3,"General trash, Metal, Plastic bag"
train/1598.jpg,3,3,"Paper, Paper pack, Plastic"
train/1599.jpg,1,1,Plastic bag
train/1600.jpg,1,1,Plastic bag
train/1601.jpg,1,1,Metal
train/1602.jpg,3,2,"General trash, Plastic bag"
train/1603.jpg,15,4,"General trash, Paper, Plastic bag, Styrofoam"
train/1604.jpg,2,2,"Metal, Plastic"
train/1605.jpg,1,1,Paper pack
train/1606.jpg,2,2,"Paper, Plastic bag"
train/1607.jpg,7,3,"Metal, Paper, Plastic bag"
train/1608.jpg,1,1,General trash
train/1609.jpg,1,1,General trash
train/1610.jpg,1,1,Paper pack
train/1611.jpg,13,5,"Clothing, Paper, Plastic, Plastic bag, Styrofoam"
train/1612.jpg,4,3,"General trash, Paper, Plastic bag"
train/1613.jpg,7,2,"Paper, Paper pack"
train/1614.jpg,2,2,"Metal, Plastic"
train/1615.jpg,15,4,"General trash, Paper, Plastic, Plastic bag"
train/1616.jpg,2,2,"General trash, Plastic"
train/1617.jpg,1,1,General trash
train/1618.jpg,15,1,Paper
train/1619.jpg,1,1,Glass
train/1620.jpg,2,2,"Paper, Styrofoam"
train/1621.jpg,13,6,"General trash, Paper, Paper pack, Plastic, Plastic bag, Styrofoam"
train/1622.jpg,3,1,Plastic
train/1623.jpg,1,1,Metal
train/1624.jpg,1,1,Plastic
train/1625.jpg,1,1,Paper
train/1626.jpg,3,3,"General trash, Paper pack, Plastic"
train/1627.jpg,2,1,General trash
train/1628.jpg,1,1,Plastic
train/1629.jpg,2,1,Clothing
train/1630.jpg,2,2,"General trash, Paper"
train/1631.jpg,11,3,"General trash, Paper, Plastic bag"
train/1632.jpg,6,2,"Paper, Styrofoam"
train/1633.jpg,4,2,"General trash, Glass"
train/1634.jpg,4,4,"Metal, Paper pack, Plastic, Plastic bag"
train/1635.jpg,7,1,Glass
train/1636.jpg,1,1,Styrofoam
train/1637.jpg,3,2,"General trash, Plastic"
train/1638.jpg,23,3,"General trash, Plastic, Plastic bag"
train/1639.jpg,1,1,Plastic bag
train/1640.jpg,1,1,Plastic
train/1641.jpg,5,2,"Paper, Plastic bag"
train/1642.jpg,9,4,"Clothing, Metal, Paper, Plastic bag"
train/1643.jpg,1,1,Plastic bag
train/1644.jpg,2,2,"General trash, Plastic"
train/1645.jpg,19,4,"General trash, Paper, Plastic, Plastic bag"
train/1646.jpg,3,2,"General trash, Glass"
train/1647.jpg,9,3,"Paper, Paper pack, Plastic bag"
train/1648.jpg,1,1,Plastic bag
train/1649.jpg,3,2,"General trash, Styrofoam"
train/1650.jpg,8,3,"General trash, Glass, Paper"
train/1651.jpg,1,1,Plastic bag
train/1652.jpg,1,1,Plastic bag
train/1653.jpg,2,2,"General trash, Paper"
train/1654.jpg,7,3,"General trash, Plastic, Plastic bag"
train/1655.jpg,1,1,Plastic bag
train/1656.jpg,10,2,"Paper, Plastic bag"
train/1657.jpg,1,1,Paper
train/1658.jpg,1,1,Styrofoam
train/1659.jpg,13,4,"Glass, Paper, Plastic, Plastic bag"
train/1660.jpg,6,1,General trash
train/1661.jpg,2,1,Plastic bag
train/1662.jpg,3,1,Plastic bag
train/1663.jpg,6,2,"Clothing, General trash"
train/1664.jpg,4,3,"Paper, Plastic bag, Styrofoam"
train/1665.jpg,2,2,"General trash, Metal"
train/1666.jpg,7,3,"Paper, Paper pack, Styrofoam"
train/1667.jpg,5,3,"General trash, Paper pack, Plastic bag"
train/1668.jpg,5,3,"General trash, Paper, Paper pack"
train/1669.jpg,31,6,"General trash, Metal, Paper, Plastic, Plastic bag, Styrofoam"
train/1670.jpg,5,1,General trash
train/1671.jpg,39,4,"General trash, Paper, Plastic bag, Styrofoam"
train/1672.jpg,1,1,Plastic bag
train/1673.jpg,3,1,Paper
train/1674.jpg,1,1,Paper pack
train/1675.jpg,3,3,"General trash, Metal, Plastic bag"
train/1676.jpg,1,1,Paper pack
train/1677.jpg,12,6,"General trash, Glass, Metal, Paper, Plastic, Plastic bag"
train/1678.jpg,44,5,"Clothing, General trash, Paper, Plastic, Plastic bag"
train/1679.jpg,10,2,"Paper, Plastic"
train/1680.jpg,1,1,General trash
train/1681.jpg,1,1,Plastic bag
train/1682.jpg,1,1,General trash
train/1683.jpg,2,1,Plastic
train/1684.jpg,1,1,Glass
train/1685.jpg,1,1,General trash
train/1686.jpg,3,2,"Paper, Plastic bag"
train/1687.jpg,6,2,"Glass, Plastic bag"
train/1688.jpg,6,2,"General trash, Metal"
train/1689.jpg,3,2,"Paper pack, Plastic bag"
train/1690.jpg,1,1,Paper
train/1691.jpg,3,2,"Plastic, Plastic bag"
train/1692.jpg,4,3,"General trash, Paper, Plastic"
train/1693.jpg,2,2,"Plastic, Plastic bag"
train/1694.jpg,2,2,"Metal, Paper pack"
train/1695.jpg,2,1,Clothing
train/1696.jpg,1,1,General trash
train/1697.jpg,1,1,Plastic
train/1698.jpg,1,1,General trash
train/1699.jpg,4,2,"General trash, Paper"
train/1700.jpg,19,3,"General trash, Paper, Plastic bag"
train/1701.jpg,1,1,General trash
train/1702.jpg,1,1,Clothing
train/1703.jpg,7,2,"General trash, Styrofoam"
train/1704.jpg,1,1,Plastic
train/1705.jpg,1,1,Paper
train/1706.jpg,1,1,Plastic
train/1707.jpg,3,2,"Plastic, Plastic bag"
train/1708.jpg,2,2,"Clothing, Glass"
train/1709.jpg,18,5,"Clothing, General trash, Paper, Paper pack, Styrofoam"
train/1710.jpg,7,3,"General trash, Paper, Plastic bag"
train/1711.jpg,2,2,"Plastic, Plastic bag"
train/1712.jpg,1,1,Glass
train/1713.jpg,2,2,"Glass, Plastic"
train/1714.jpg,9,2,"Plastic bag, Styrofoam"
train/1715.jpg,12,4,"General trash, Paper, Plastic, Plastic bag"
train/1716.jpg,1,1,Plastic
train/1717.jpg,1,1,Plastic bag
train/1718.jpg,4,3,"General trash, Plastic, Styrofoam"
train/1719.jpg,11,5,"General trash, Metal, Paper, Plastic, Plastic bag"
train/1720.jpg,1,1,Plastic
train/1721.jpg,2,2,"General trash, Plastic bag"
train/1722.jpg,5,3,"Clothing, General trash, Plastic"
train/1723.jpg,2,1,Styrofoam
train/1724.jpg,1,1,Metal
train/1725.jpg,14,2,"General trash, Styrofoam"
train/1726.jpg,9,3,"General trash, Plastic, Plastic bag"
train/1727.jpg,4,1,Plastic bag
train/1728.jpg,26,6,"General trash, Glass, Paper, Plastic, Plastic bag, Styrofoam"
train/1729.jpg,2,1,Paper
train/1730.jpg,5,1,Plastic bag
train/1731.jpg,6,2,"Glass, Paper"
train/1732.jpg,16,5,"General trash, Paper, Paper pack, Plastic bag, Styrofoam"
train/1733.jpg,1,1,Metal
train/1734.jpg,12,5,"General trash, Paper pack, Plastic, Plastic bag, Styrofoam"
train/1735.jpg,5,2,"Plastic bag, Styrofoam"
train/1736.jpg,1,1,Paper
train/1737.jpg,6,3,"General trash, Paper, Plastic bag"
train/1738.jpg,1,1,Plastic
train/1739.jpg,3,3,"General trash, Paper, Plastic"
train/1740.jpg,1,1,Glass
train/1741.jpg,14,3,"General trash, Paper, Plastic bag"
train/1742.jpg,5,5,"Clothing, General trash, Plastic, Plastic bag, Styrofoam"
train/1743.jpg,4,2,"Plastic bag, Styrofoam"
train/1744.jpg,2,1,Plastic
train/1745.jpg,2,2,"General trash, Plastic"
train/1746.jpg,2,1,Paper
train/1747.jpg,1,1,Glass
train/1748.jpg,1,1,Metal
train/1749.jpg,16,4,"General trash, Paper, Plastic, Plastic bag"
train/1750.jpg,1,1,Plastic bag
train/1751.jpg,2,2,"Paper pack, Plastic bag"
train/1752.jpg,7,1,Plastic
train/1753.jpg,1,1,Plastic bag
train/1754.jpg,1,1,Clothing
train/1755.jpg,1,1,General trash
train/1756.jpg,2,1,Paper pack
train/1757.jpg,1,1,Plastic
train/1758.jpg,2,1,Glass
train/1759.jpg,6,2,"Paper, Plastic bag"
train/1760.jpg,1,1,Paper
train/1761.jpg,2,1,Plastic bag
train/1762.jpg,2,2,"Paper pack, Styrofoam"
train/1763.jpg,1,1,General trash
train/1764.jpg,5,2,"General trash, Styrofoam"
train/1765.jpg,6,2,"Plastic, Styrofoam"
train/1766.jpg,15,3,"General trash, Paper, Paper pack"
train/1767.jpg,1,1,Styrofoam
train/1768.jpg,8,4,"General trash, Paper, Plastic, Plastic bag"
train/1769.jpg,10,2,"General trash, Paper pack"
train/1770.jpg,1,1,Clothing
train/1771.jpg,1,1,Plastic bag
train/1772.jpg,1,1,General trash
train/1773.jpg,5,3,"Paper, Paper pack, Plastic bag"
train/1774.jpg,1,1,Plastic
train/1775.jpg,3,1,Paper
train/1776.jpg,5,3,"Paper, Paper pack, Plastic"
train/1777.jpg,2,2,"General trash, Plastic bag"
train/1778.jpg,2,1,Plastic bag
train/1779.jpg,3,3,"General trash, Paper, Plastic"
train/1780.jpg,1,1,Plastic
train/1781.jpg,2,1,General trash
train/1782.jpg,8,3,"General trash, Metal, Paper"
train/1783.jpg,2,1,Paper pack
train/1784.jpg,1,1,Paper pack
train/1785.jpg,12,3,"Glass, Plastic bag, Styrofoam"
train/1786.jpg,3,3,"General trash, Metal, Plastic bag"
train/1787.jpg,1,1,General trash
train/1788.jpg,7,3,"General trash, Paper, Plastic bag"
train/1789.jpg,8,3,"Paper, Plastic bag, Styrofoam"
train/1790.jpg,3,2,"Paper, Plastic bag"
train/1791.jpg,5,1,Paper
train/1792.jpg,1,1,Plastic bag
train/1793.jpg,1,1,Paper
train/1794.jpg,1,1,Paper pack
train/1795.jpg,1,1,Metal
train/1796.jpg,13,5,"General trash, Glass, Plastic, Plastic bag, Styrofoam"
train/1797.jpg,42,4,"General trash, Paper, Plastic, Plastic bag"
train/1798.jpg,3,3,"General trash, Paper, Plastic bag"
train/1799.jpg,2,2,"Paper, Plastic"
train/1800.jpg,17,2,"Paper pack, Plastic bag"
train/1801.jpg,2,2,"Paper pack, Plastic bag"
train/1802.jpg,1,1,Glass
train/1803.jpg,1,1,General trash
train/1804.jpg,12,5,"Clothing, General trash, Paper pack, Plastic, Plastic bag"
train/1805.jpg,2,1,Paper pack
train/1806.jpg,1,1,Metal
train/1807.jpg,1,1,Plastic
train/1808.jpg,3,1,Clothing
train/1809.jpg,20,1,Glass
train/1810.jpg,1,1,Metal
train/1811.jpg,1,1,Plastic bag
train/1812.jpg,1,1,Paper
train/1813.jpg,1,1,Plastic
train/1814.jpg,6,3,"General trash, Metal, Plastic"
train/1815.jpg,13,5,"General trash, Glass, Paper, Plastic bag, Styrofoam"
train/1816.jpg,25,5,"General trash, Paper, Paper pack, Plastic, Styrofoam"
train/1817.jpg,17,3,"Plastic, Plastic bag, Styrofoam"
train/1818.jpg,1,1,Plastic bag
train/1819.jpg,18,1,Paper
train/1820.jpg,1,1,Plastic bag
train/1821.jpg,21,4,"General trash, Paper, Plastic, Plastic bag"
train/1822.jpg,2,2,"Glass, Metal"
train/1823.jpg,2,2,"General trash, Paper pack"
train/1824.jpg,7,3,"General trash, Paper, Plastic bag"
train/1825.jpg,6,2,"Battery, Plastic"
train/1826.jpg,1,1,Glass
train/1827.jpg,3,1,Paper
train/1828.jpg,3,3,"General trash, Plastic, Plastic bag"
train/1829.jpg,1,1,General trash
train/1830.jpg,7,1,Plastic bag
train/1831.jpg,1,1,Plastic
train/1832.jpg,11,4,"General trash, Paper, Paper pack, Plastic bag"
train/1833.jpg,1,1,Plastic
train/1834.jpg,13,3,"General trash, Plastic, Plastic bag"
